id,product,price,category,link,image,description
83,"Bostik Cement colours Red Liquid colour, 1L Plastic jerry can",£8.53,Additives & chemicals,https://www.diy.com/departments/bostik-cement-colours-red-liquid-colour-1l-plastic-jerry-can/5000403110363_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-smart-adhesives-dark-brown-concentrated-mortar-plasticiser-1l-plastic-bottle~5000403109862_01c_bq?wid=284&hei=284,"Guarantee - StatutoryCE markedKeep out of reach of children. See SDS for full details.Features and benefitsBostik Liquid Colours for Cement are a high quality pigment dispersion for colouring cement mixes such as mortar, render and screeds. The colours are lightfast and disperse easily and evenly into the mix. Bostik Liquid Colours for Cement use pigments that conform to EN 12878. Bostik Liquid Colours for Cement are suitable for colouring mortar and render and sand/cement screeds.Lightfast colourEasier incorporation into mixDoes not affect performance of mix"
84,"Gyproc Magnolia Drywall primer, 10L Tub",£83,Additives & chemicals,https://www.diy.com/departments/gyproc-magnolia-drywall-primer-10l-tub/189927_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-cement-colours-red-liquid-colour-1l-plastic-jerry-can~5000403110363_01c_bq?wid=284&hei=284,Priming before applying plaster
85,"Knauf Insulation Eko Roll Loft insulation roll, (L)4.83m (W)1.14m (T)200mm",£25,Insulation & damp proofing,https://www.diy.com/departments/knauf-insulation-eko-roll-loft-insulation-roll-l-4-83m-w-1-14m-t-200mm/182147_BQ.prd,https://media.diy.com/is/image/Kingfisher/knauf-insulation-eko-roll-loft-insulation-roll-l-4-83m-w-1-14m-t-200mm~5012061862263_02c_bq?wid=284&hei=284,"This loft insulation is one of 3 pack sizes available from Eko Roll, this roll measures (L)4.83m (W)1400mm (T)200mm and provides excellent thermal performance.CE markedFeatures and benefitsEko Insulation is a new range of insulation available at B&Q. Specifically made for the thermal upgrade of loft spaces, at ceiling level, Eko Insulation has all your insulation needs coveredManufactured by one of the UK’s leading insulation manufacturer’s, Knauf Insulation, Eko Insulation is one of the most environmentally friendly and sustainable products around - it’s made using recycled glassOdourless, rot proof, non-hygroscopic, does not sustain vermin and will not encourage the growth of fungi, mould or bacteriaEasy to handle and install, being lightweight and easily cut to sizeSupplied in polythene packs which are designed for short term protection onlyFor longer term protection on site, the product should be stored either indoors, or under cover and off the ground. EkoRoll should not be left permanently exposed to the elements"
86,"Knauf Insulation Eko Roll Loft insulation roll, (L)7.28m (W)1.14m (T)100mm",£22.50,Insulation & damp proofing,https://www.diy.com/departments/knauf-insulation-eko-roll-loft-insulation-roll-l-7-28m-w-1-14m-t-100mm/182146_BQ.prd,https://media.diy.com/is/image/Kingfisher/knauf-insulation-eko-roll-loft-insulation-roll-l-4-83m-w-1-14m-t-200mm~5012061862263_02c_bq?wid=284&hei=284,"This loft insulation is one of 3 pack sizes available from Eko Roll, this roll measures (L)7.28m (W)1.14m (T)100mm and provides excellent thermal performanceIs one of 3 pack sizes available from Eko Roll, this roll measures (L)7.28m (W)1400mm (T)100mm and provides excellent thermal performanceFeatures and benefitsEko Insulation is a new range of insulation available at B&Q. Specifically made for the thermal upgrade of loft spaces, at ceiling level, Eko Insulation has all your insulation needs coveredManufactured by one of the UK’s leading insulation manufacturer’s, Knauf Insulation, Eko Insulation is one of the most environmentally friendly and sustainable products around - it’s made using recycled glassOdourless, rot proof, non-hygroscopic, does not sustain vermin and will not encourage the growth of fungi, mould or bacteriaEasy to handle and install, being lightweight and easily cut to sizeSupplied in polythene packs which are designed for short term protection onlyFor longer term protection on site, the product should be stored either indoors, or under cover and off the ground. EkoRoll should not be left permanently exposed to the elements"
87,"Knauf Insulation Eko Roll Loft insulation roll, (L)5.68m (W)1.14m (T)170mm",£24,Insulation & damp proofing,https://www.diy.com/departments/knauf-insulation-eko-roll-loft-insulation-roll-l-5-68m-w-1-14m-t-170mm/663953_BQ.prd,https://media.diy.com/is/image/Kingfisher/knauf-insulation-eko-roll-loft-insulation-roll-l-7-28m-w-1-14m-t-100mm~5012061862249_02c_bq?wid=284&hei=284,"This loft insulation is one of 3 pack sizes available from Eko Roll, this roll measures (L)5.68m (W)1400mm (T)170mm and provides excellent thermal performance.Is one of 3 pack sizes available from Eko Roll, this roll measures (L)5.68m (W)1400mm (T)170mm and provides excellent thermal performanceFeatures and benefitsEko Insulation is a new range of insulation available at B&Q. Specifically made for the thermal upgrade of loft spaces, at ceiling level, Eko Insulation has all your insulation needs coveredManufactured by one of the UK’s leading insulation manufacturer’s, Knauf Insulation, Eko Insulation is one of the most environmentally friendly and sustainable products around - it’s made using recycled glassOdourless, rot proof, non-hygroscopic, does not sustain vermin and will not encourage the growth of fungi, mould or bacteriaEasy to handle and install, being lightweight and easily cut to sizeSupplied in polythene packs which are designed for short term protection onlyFor longer term protection on site, the product should be stored either indoors, or under cover and off the ground. EkoRoll should not be left permanently exposed to the elements"
88,Jablite Polystyrene Insulation board (L)2.4m (W)1.2m,£12.68-£48,Insulation & damp proofing,https://www.diy.com/departments/jablite-polystyrene-insulation-board-l-2-4m-w-1-2m-t-25mm/26822_BQ.prd,https://media.diy.com/is/image/Kingfisher/knauf-insulation-eko-roll-loft-insulation-roll-l-5-68m-w-1-14m-t-170mm~5012061877755_02c_bq?wid=284&hei=284,ThisFloor insulationGlobal warming potential ≤5Zero ozone depletion potentialFeatures and benefitsWater repellentEPS is recognised for its excellent energy efficiency and low environmental impactInsulation can make your home more energy efficient - and feel warmer.Easy to cut and fit
89,Recticel Instafit Polyurethane Insulation board (L)1.2m (W)0.45m (T)50mm of 1,£9.65,Insulation & damp proofing,https://www.diy.com/departments/recticel-instafit-polyurethane-insulation-board-l-1-2m-w-0-45m-t-50mm-of-1/5411545020296_BQ.prd,https://media.diy.com/is/image/Kingfisher/jablite-polystyrene-insulation-board-l-2-4m-w-1-2m-t-25mm~5010824760139_36c_bq?wid=284&hei=284,"This Recticel Instafit insulation board is ideal for both new build and refurbishment projects.Zero ozone depletion potentialInstafit thermal PIR cavity insulation board with a low emissivity multilayer coated aluminium facingFeatures and benefitsLightweightEasy to cut and handleLow lambda 0,022Easy to installWill not degrade or deteriorate if exposed to moisture"
90,Insulation board,£19.95,Insulation & damp proofing,https://www.diy.com/departments/insulation-board/182547_BQ.prd,https://media.diy.com/is/image/Kingfisher/recticel-instafit-polyurethane-insulation-board-l-1-2m-w-0-45m-t-50mm-of-1~5411545020296_01c_bq?wid=284&hei=284,ThisInsulation board;Use to insulate loftsZero ozone depletion potentialUse to insulate loftsFeatures and benefitsInsulation can make your home more energy efficient - and feel warmerQuick and easy to install
91,Recticel Instafit Polyurethane Insulation board,£44-£112,Insulation & damp proofing,https://www.diy.com/departments/recticel-instafit-polyurethane-insulation-board-l-2-4m-w-1-2m-t-100mm/5411545016664_BQ.prd,https://media.diy.com/is/image/Kingfisher/insulation-board~03763711_10c_bq?wid=284&hei=284,"This Recticel Instafit insulation board is ideal for both new build and refurbishment projects.Zero ozone depletion potentialInstafit thermal PIR insulation board with a low emissivity multilayer coated aluminium facing for wall, lofts, floors and pitched roofFeatures and benefitsLightweightEasy to cut and handleLow lambda 0,022Easy to installWill not degrade or deteriorate if exposed to moisture"
92,"Rockwool Acoustic Cavity slab (L)1.2m (W)0.6m (T)50mm, Pack of 12",£87,Insulation & damp proofing,https://www.diy.com/departments/rockwool-acoustic-cavity-slab-l-1-2m-w-0-6m-t-50mm-pack-of-12/1440516_BQ.prd,https://media.diy.com/is/image/Kingfisher/recticel-instafit-polyurethane-insulation-board-l-2-4m-w-1-2m-t-100mm~5411545016664_02bq?wid=284&hei=284,"This stone wool insulation is sound insulation for internal walls and floors.CE markedSound Insulation for internal walls and floorsFeatures and benefitsOutstanding acoustic properties, absorbs sound waves and dampens vibrationsBest in class fire resistance. Withstands temperatures of over 1,000CFeatures the patented ROCKWOOL FLEXI Edge, for quick and easy fittingHighly stable and durable - works for the life time of the buildingEnvironmentally friendly. Made from abundant, naturally occurring volcanic rock which is 97% recyclable"
93,"Diall Insulation roll, (L)6m (W)0.37m (T)100mm",£18.60,Insulation & damp proofing,https://www.diy.com/departments/diall-insulation-roll-l-6m-w-0-37m-t-100mm/3663602481812_BQ.prd,https://media.diy.com/is/image/Kingfisher/rockwool-acoustic-cavity-slab-l-1-2m-w-0-6m-t-50mm-pack-of-12~5013423282224_08c_bq?wid=284&hei=284,"Features and benefitsAn eco-friendly alternative to traditional glass wool insulation, this recycled plastic insulation from Diall is comfortable to work with and is completely itch free. It is extremely easy to lay and comes in handy sized rolls to fit many existing rafter spaces.Easy to tear allowing it to be inserted into a variety of cavity spacesEach roll is made from approx. 85 recycled plastic bottlesRequires no protective equipment to work withBreathable"
94,Diall Loft storage stilt,£1.80-£17.70,Insulation & damp proofing,https://www.diy.com/departments/diall-loft-storage-stilt-pack-of-12/3663602538240_BQ.prd,https://media.diy.com/is/image/Kingfisher/diall-insulation-roll-l-6m-w-0-37m-t-100mm~3663602481812_03c_bq?wid=284&hei=284,"Fix with self-tapping screws (30 x 4mm/8 x ¾” – these need to be bought separately and are not supplied with the product). Suitable for use with loft panels (1200mm x 325mm) or floor grade boards (600mm x 2400mm)Specifically designed to create a raised boarded area inside a loft.Features and benefitsLoft storage stilts allow for storage platforms to be built above insulation, whilst preventing the insulation below them from being compressed and ensuring that the cavity remains at the recommended minimum depth of 270mm to maximise energy and cost savings.Suitable for use with loft panels (1200mm x 325mm) or floor grade boards (600mm x 2400mm)Large head increases surface area, making the positioning of loft boards easierCompatible with joists between 1½-2 inches (35-55mm) wideEasy to place and fix using the clip at the base of the supportFix using 30 x 4mm self-tapping screws (Sold separately)Quick, simple and hassle-free installationMade from 100% recycled material"
95,Capital Valley Plastics Ltd Black 250 Micron Damp proof membrane,£21-£58,Insulation & damp proofing,https://www.diy.com/departments/capital-valley-plastics-ltd-black-250-micron-damp-proof-membrane-l-15m-w-4m/5060405961004_BQ.prd,https://media.diy.com/is/image/Kingfisher/diall-loft-storage-stilt-pack-of-12~3663602538240_01bq?wid=284&hei=284,"BBA approvedUse underneath concrete floors and slabs to prevent rising dampWater resistantFeatures and benefitsThe product is a durable, easy to use and puncture resistant barrier designed to stop moisture ingress into buildings through the floorBBA certified and ISO9001 approvedMade from 100% recycled materials"
96,Homelux Heatwave Insulation board (L)1.2m (W)0.6m,£15,Insulation & damp proofing,https://www.diy.com/departments/homelux-heatwave-insulation-board-l-1-2m-w-0-6m/109093_BQ.prd,https://media.diy.com/is/image/Kingfisher/capital-valley-plastics-ltd-black-250-micron-damp-proof-membrane-l-15m-w-4m~5060405961004_02bq?wid=284&hei=284,"Guarantee - 10 yearsIdeal for use under tiled flooringFeatures and benefitsHomelux Heatwave insulation board can be used underneath floor tiles. Each board is sized 1200mm x 600mm x 12mm and covers a floor area of up to 0.72m².Acts as an efficient thermal barrier, making heating systems up to 50% more efficientReduces heat up time making the heating system more cost effectiveLightweight and easy to cutProvides a smooth surface to tile on"
97,Jablite Insulation board,£4.90,Insulation & damp proofing,https://www.diy.com/departments/jablite-insulation-board/26817_BQ.prd,https://media.diy.com/is/image/Kingfisher/homelux-heatwave-insulation-board-l-1-2m-w-0-6m~5060135378974_01c?wid=284&hei=284,"This Insulation board; Use to insulate walls, floors and roofsZero ozone depletion potentialUse to insulate walls, floors and roofsFeatures and benefitsWater repellentRot proof, non toxic and chemically inertInsulation can make your home more energy efficient - and feel warmerSingle board suppliedEasy to cut and fit"
98,"Diall Reflective Bubble insulation roll, (L)14m (W)1.2m (T)7mm",£68,Insulation & damp proofing,https://www.diy.com/departments/diall-reflective-bubble-insulation-roll-l-14m-w-1-2m-t-7mm/5060078164535_BQ.prd,https://media.diy.com/is/image/Kingfisher/jablite-insulation-board~5010824760115_10c_bq?wid=284&hei=284,"Guarantee - 10 yearsFeatures and benefitsThis multi-use insulation is ideal for replacing existing insulation or adding to new buildings that require insulation with a certified thermal performance. It can be used on roofs, walls, floors, in outbuildings and garages or in vans, mobile homes and caravans.Made from 2x layers of aluminium lacquered with anti-oxidation treatment and 2x layers of bubbled polyethyleneCan also be used as radiator reflecting foil or to insulate exposed pipeworkLightweight to enable easy transportation and installationCan be cut to the required size using basic toolsHypoallergenic & non-itchFixings sold separately"
99,"Capital Valley Plastics Ltd Black 500 Micron Damp proof course, (L)30m",£5.16-£23,Insulation & damp proofing,https://www.diy.com/departments/capital-valley-plastics-ltd-black-500-micron-damp-proof-course-l-30m-w-300mm/5060405960939_BQ.prd,https://media.diy.com/is/image/Kingfisher/diall-reflective-bubble-insulation-roll-l-14m-w-1-2m-t-7mm~5060078164535_01c_bq?wid=284&hei=284,Features and benefitsThis damp proof course is designed to prevent rising damp within brickwork and stop structural problems such as black mold or rot from occurring.Can be applied both horizontally and verticallyEasy to trim and installWaterproof
100,"Rockwool Acoustic Cavity slab (L)1.2m (W)0.4m (T)100mm, Pack of 6",£58,Insulation & damp proofing,https://www.diy.com/departments/rockwool-acoustic-cavity-slab-l-1-2m-w-0-4m-t-100mm-pack-of-6/1440515_BQ.prd,https://media.diy.com/is/image/Kingfisher/capital-valley-plastics-ltd-black-500-micron-damp-proof-course-l-30m-w-300mm~5060405960939_02bq?wid=284&hei=284,"This stone wool insulation is sound insulation for internal walls and floors.CE markedSound Insulation for internal walls and floorsFeatures and benefitsOutstanding acoustic properties, absorbs sound waves and dampens vibrationsBest in class fire resistance and withstands temperatures of over 1,000CFeatures the patented ROCKWOOL FLEXI Edge, for quick and easy fittingHighly stable and durable - works for the life time of the buildingEnvironmentally friendly. Made from abundant, naturally occurring volcanic rock which is 97% recyclable"
101,Homemate Flexible Door Insulation Tape 5m,£9.99,Insulation & damp proofing,https://www.diy.com/departments/homemate-flexible-door-insulation-tape-5m/5020873144118_BQ.prd,https://media.diy.com/is/image/Kingfisher/rockwool-acoustic-cavity-slab-l-1-2m-w-0-4m-t-100mm-pack-of-6~5013423282354_08c_bq?wid=284&hei=284,"This flexible rubber draught strip is perfect for stopping draughts around old or ill-fitting doors and windows.Features and benefitsIncludes high-quality tape for fixing to either the frame or the door/window. Draught proofing your home doesn’t need to cost the earth but could help to save it!Insulates rooms - keeps warmth in & cold draughts outSaves money - energy bills reduced, low cost effective insulation productEasy to applyPack includes 5m insulation tape plus high-quality adhesive for attaching to frame or door/windowMade in the UKSize: (insulation strip): 5m x 3.5cmSize: (double-sided tape): 5m x 9mm"
102,"Jablite Premium Polystyrene Insulation board (L)1.2m (W)0.45m (T)25mm, Pack of 8",£40,Insulation & damp proofing,https://www.diy.com/departments/jablite-premium-polystyrene-insulation-board-l-1-2m-w-0-45m-t-25mm-pack-of-8/26830_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/homemate-flexible-door-insulation-tape-5m~5020873144118_01c_MP?wid=284&hei=284,"ThisPremium insulation board;Use to insulate walls, floors and roofsZero ozone depletion potentialUse to insulate walls, floors and roofsFeatures and benefitsWater repellentInsulation can make your home more energy efficient - and feel warmerEasy to cut and fit"
103,Capital Valley Plastics Ltd Black 300 Micron Damp proof membrane,£19.36-£68,Insulation & damp proofing,https://www.diy.com/departments/capital-valley-plastics-ltd-black-300-micron-damp-proof-membrane-l-3m-w-4m/5060405960991_BQ.prd,https://media.diy.com/is/image/Kingfisher/jablite-premium-polystyrene-insulation-board-l-1-2m-w-0-45m-t-25mm-pack-of-8~5010824074199_01c_bq?wid=284&hei=284,"BBA approvedUse underneath concrete floors and slabs to prevent rising dampWater resistantFeatures and benefitsThe product is a durable, easy to use and puncture resistant barrier designed to stop moisture ingress into buildings through the floorBBA certified and ISO9001 approvedMade from 100% recycled materials"
104,"Diall Acoustic & thermal Insulation roll, (L)5m (W)0.5m (T)4mm",£32,Insulation & damp proofing,https://www.diy.com/departments/diall-acoustic-thermal-insulation-roll-l-5m-w-0-5m-t-4mm/1906875_BQ.prd,https://media.diy.com/is/image/Kingfisher/capital-valley-plastics-ltd-black-300-micron-damp-proof-membrane-l-3m-w-4m~5060405960991_02bq?wid=284&hei=284,This Cork roll;Is Long-lasting & high puncture resistant.Is Long-lasting & high puncture resistant.Guarantee - 15 yearsFeatures and benefitsIdeal use for wall & floor insulationMade from harmless sustainable cork with no toxic impactHas a natural cork finish that can be left exposed or covered if desiredAcoustic & thermal insulation
105,Jablite Insulation board,£41,Insulation & damp proofing,https://www.diy.com/departments/jablite-insulation-board/47644_BQ.prd,https://media.diy.com/is/image/Kingfisher/diall-acoustic-thermal-insulation-roll-l-5m-w-0-5m-t-4mm~3663602884330_01bq?wid=284&hei=284,"ThisInsulation board;Use to insulate walls, floors and roofsZero ozone depletion potentialUse to insulate walls, floors and roofsFeatures and benefitsWater repellentRot proof, non toxic and chemically inertInsulation can make your home more energy efficient - and feel warmerEasy to cut and fit"
106,"Knauf Insulation Dritherm Glasswool Insulation board (L)1.2m (W)0.46m (T)100mm, Pack of 6",£49,Insulation & damp proofing,https://www.diy.com/departments/knauf-insulation-dritherm-glasswool-insulation-board-l-1-2m-w-0-46m-t-100mm-pack-of-6/5012061804027_BQ.prd,https://media.diy.com/is/image/Kingfisher/jablite-insulation-board~5010824760061_10c_bq?wid=284&hei=284,"Zero global warming potentialZero ozone depletion potentialFeatures and benefitsDesigned to act as thermal insulation in both residential and commercial masonry cavity external walls, DriTherm cavity slabs contain a specialist additive to ensure they are water repellent. They are 455mm wide to suit standard vertical wall tie spacings and to allow for a closed joint with adjacent slabs.DriTherm cavity slabs are lightweight making them easy to handle and install, they can also be cut to size where necessarySlabs 'knit' together to eliminate air gaps between adjacent slabs & prevent heat lossPack of 6Thermal conductivity of 0.032W/mKBBA approved for use in all exposure zonesMade from approx. 80% recycled materialOdourless, rot proof, non-hygroscopicEuroclass A1 non-combustibleDriTherm cavity slabs have a water vapour resistivity of 5.00MNs/g.m"
107,Dryrod Damp Proofing Rods (10 Pack) - Next Generation Rising Damp Treatment from The Makers of Dryzone,£24.99,Insulation & damp proofing,https://www.diy.com/departments/dryrod-damp-proofing-rods-10-pack-next-generation-rising-damp-treatment-from-the-makers-of-dryzone/5060132761250_BQ.prd,https://media.diy.com/is/image/Kingfisher/knauf-insulation-dritherm-glasswool-insulation-board-l-1-2m-w-0-46m-t-100mm-pack-of-6~5012061804027_03c_bq?wid=284&hei=284,"Dryrods Deliver the Correct Dose Every Time
Traditional rising damp treatment methods utilise cream or liquid injection. These methods can be prone to operator error leading to under-treatment and DPC failure. Due to their unique patented design, Dryrod Damp-Proofing Rods deliver the correct dose of active ingredient every time.
Extensively Tested and Internationally Approved
Laboratory testing has proven that Dryrod Damp-Proofing Rods out-perform competing treatment methods, even in highly-saturated walls and freezing temperatures. They have also been approved by the British Board of Agrement and the German WTA organization.
100% Active Ingredient for Maximum Water Repellency
It is not possible to infuse 100% pure active ingredient into a traditional Damp-Proofing Cream. Thanks to their unique fibre rods, Dryrod Damp-Proofing Rods are saturated with 100% silane/siloxane. Only the pure active ingredient diffuses into the wall, in a controlled dose that ensures consistent application. Cheaper creams may seem more attractive, but they often only contain around 25%-50% active ingredient. They cannot out-perform Dryrod.Guarantee - StatutoryFeatures and benefitsDryrod Damp-Proofing Rods are patented fibre rods that carry a powerful water-repellent material. They are simply inserted into holes drilled at regular intervals along a mortar course. Once inserted, the rods diffuse their water-repellent material along the mortar course, curing to form an effective barrier to rising damp.

They have been scientifically proven to eliminate rising damp even in highly-saturated walls. This performance has also been internationally tested and approved.Dryrod Damp-Proofing Rods Next Generation DPC - The most effective form of damp proofing for walls; outperforms creams, gels or liquids.Fast & Simple to Install DIY rising damp treatment. Less messy than older traditional damp course injection creams or liquidsNo specialist equipment required - simply insert into 12mm holes in the mortar lines of a building to form a powerful waterproof barrierExact Dosage - Delivers the correct dose every time eliminating guesswork.BBA Approved – The High-Performance DPC Treatment is Certified by the British Board of Agrément to be effective against the ingress of moisture for at least 20 years"
108,"Dryrod Damp Proofing Rods DPC Kit: Treats 6 Linear metres (9"" Wall) - BBA Approved Rising Damp Treatment",£134.99,Insulation & damp proofing,https://www.diy.com/departments/dryrod-damp-proofing-rods-dpc-kit-treats-6-linear-metres-9-wall-bba-approved-rising-damp-treatment/5060132765005_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/dryrod-damp-proofing-rods-10-pack-next-generation-rising-damp-treatment-from-the-makers-of-dryzone~5060132761250_01c_MP?wid=284&hei=284,"Dryrods Deliver the Correct Dose Every Time
Traditional rising damp treatment methods utilise cream or liquid injection. These methods can be prone to operator error leading to under-treatment and DPC failure. Due to their unique patented design, Dryrod Damp-Proofing Rods deliver the correct dose of active ingredient every time.
Extensively Tested and Internationally Approved
Laboratory testing has proven that Dryrod Damp-Proofing Rods out-perform competing treatment methods, even in highly-saturated walls and freezing temperatures. They have also been approved by the British Board of Agrement and the German WTA organization.
100% Active Ingredient for Maximum Water Repellency
It is not possible to infuse 100% pure active ingredient into a traditional Damp-Proofing Cream. Thanks to their unique fibre rods, Dryrod Damp-Proofing Rods are saturated with 100% silane/siloxane. Only the pure active ingredient diffuses into the wall, in a controlled dose that ensures consistent application. Cheaper creams may seem more attractive, but they often only contain around 25%-50% active ingredient. They cannot out-perform Dryrod.Guarantee - StatutoryFeatures and benefitsDryrod Damp-Proofing Rods are patented fibre rods that carry a powerful water-repellent material. They are simply inserted into holes drilled at regular intervals along a mortar course. Once inserted, the rods diffuse their water-repellent material along the mortar course, curing to form an effective barrier to rising damp.

They have been scientifically proven to eliminate rising damp even in highly-saturated walls. This performance has also been internationally tested and approved.Dryrod Damp-Proofing Rods Next Generation DPC - The most effective form of damp proofing for walls; outperforms creams, gels or liquids.Fast & Simple to Install DIY rising damp treatment. Less messy than older traditional damp course injection creams or liquidsNo specialist equipment required - simply insert into 12mm holes in the mortar lines of a building to form a powerful waterproof barrierExact Dosage - Delivers the correct dose every time eliminating guesswork. Dryrod Pack of 50 Coverage (for 9"" wall): 6mBBA Approved – The High-Performance DPC Treatment is Certified by the British Board of Agrément to be effective against the ingress of moisture for at least 20 years"
109,"Gyproc Moisture Resistant Tapered edge Plasterboard, (L)2.4m (W)1.2m (T)12.5mm",£27,Plasterboard,https://www.diy.com/departments/gyproc-moisture-resistant-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm/35762_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-moisture-resistant-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm~5015341010187_01bq?wid=284&hei=284,Gyproc Moisture Resistant plasterboard for dry lining internal walls & ceilings. This board is designed for fitting into high moisture and humid environments such as bathrooms and kitchens.Moisture resistantFeatures and benefitsContains core additives to repel moisture – reduces the risk of water damage in moist environmentsDesigned for direct tiling application – save time and money with no surface preparation requiredScore and snap to cleanly cut – leaves neat edges and straight linesGreen paper front facing – easy to identify plasterboard specification
110,"Gyproc Standard Square edge Plasterboard, (L)2.4m (W)1.2m (T)9.5mm",£14.14,Plasterboard,https://www.diy.com/departments/gyproc-standard-square-edge-plasterboard-l-2-4m-w-1-2m-t-9-5mm/35756_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-moisture-resistant-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm~5015341010187_01bq?wid=284&hei=284,Gyproc Plasterboard is a standard multi-purpose Plasterboard used for dry lining ceilings and walls. The boards can be used for many applications and are suitable for direct decoration or Thistle plaster finish. When using these plasterboard sheets use drywall screws.Features and benefitsAvailable in 2 standard thicknesses (9.5mm and 12.5mm) - designed to match most building specificationsScore and snap to cleanly cut - leaves neat edges and straight lines for quick installationIvory paper front facing – easy to identify plasterboard specification
111,"Gyproc Standard Square edge Plasterboard, (L)1.8m (W)0.9m (T)9.5mm",£10.23,Plasterboard,https://www.diy.com/departments/gyproc-standard-square-edge-plasterboard-l-1-8m-w-0-9m-t-9-5mm/35757_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-standard-square-edge-plasterboard-l-2-4m-w-1-2m-t-9-5mm~5015341014970_01bq?wid=284&hei=284,"Gypsum Wallboard enables a quick installation of walls, partitions and ceilings, benefiting the DIYer and professional alike. Wallboard can be easily fixed to timber,metal partitions and to various brick/masonry using a drywall adhesiveFeatures and benefitsAvailable in 2 standard thicknesses (9.5mm and 12.5mm) - designed to match most building specificationsScore and snap to cleanly cut - leaves neat edges and straight lines for quick installationIvory paper front facing – easy to identify plasterboard specification"
112,"Gyproc Standard Square edge Plasterboard, (L)1.8m (W)0.9m (T)12.5mm",£10.23,Plasterboard,https://www.diy.com/departments/gyproc-standard-square-edge-plasterboard-l-1-8m-w-0-9m-t-12-5mm/35761_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-standard-square-edge-plasterboard-l-1-8m-w-0-9m-t-9-5mm~5015341016776_01bq?wid=284&hei=284,"Gypsum Wallboard enables a quick installation of walls, partitions and ceilings, benefiting the DIYer and professional alike. Wallboard can be easily fixed to timber,metal partitions and to various brick/masonry using a drywall adhesiveFeatures and benefitsAvailable in 2 standard thicknesses (9.5mm and 12.5mm) - designed to match most building specificationsScore and snap to cleanly cut - leaves neat edges and straight lines for quick installationIvory paper faced finish – ready for Thistle plaster finish or direct decorationGypsum Wallboard enables a quick installation of walls, partitions and ceilings, benefiting the DIYer and professional alike. Wallboard can be easily fixed to timber,metal partitions and to various brick/masonry using a drywall adhesive"
113,"Gyproc Standard Tapered edge Plasterboard, (L)1.8m (W)0.9m (T)9.5mm",£10.23,Plasterboard,https://www.diy.com/departments/gyproc-standard-tapered-edge-plasterboard-l-1-8m-w-0-9m-t-9-5mm/47281_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-standard-square-edge-plasterboard-l-1-8m-w-0-9m-t-12-5mm~5015341010156_02bq?wid=284&hei=284,Gyproc Plasterboard is a standard multipurpose Plasterboard used for dry lining ceilings and walls. The boards can be used for many applications and are suitable for direct decoration or Thistle plaster finish. When using these plasterboard sheets use drywall screws.Features and benefitsAvailable in 2 standard thicknesses (9.5mm and 12.5mm) - designed to match most building specificationsScore and snap to cleanly cut - leaves neat edges and straight lines for quick installationTapered edge design – ideal for taping and jointing
114,"Gyproc Standard Tapered edge Plasterboard, (L)2.4m (W)1.2m (T)12.5mm",£14.14,Plasterboard,https://www.diy.com/departments/gyproc-standard-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm/35760_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-standard-tapered-edge-plasterboard-l-1-8m-w-0-9m-t-9-5mm~5015341016172_01c_bq?wid=284&hei=284,"Gypsum Wallboard enables a quick installation of walls, partitions and ceilings, benefiting the DIYer and professional alike. Wallboard can be easily fixed to timber,metal partitions and to various brick/masonry using a drywall adhesiveFeatures and benefitsAvailable in 2 standard thicknesses (9.5mm and 12.5mm) - designed to match most building specificationsScore and snap to cleanly cut - leaves neat edges and straight lines for quick installationTapered edge design – ideal for taping and jointing"
115,"Gyproc Standard Tapered edge Plasterboard, (L)2.4m (W)1.2m (T)9.5mm",£14.14,Plasterboard,https://www.diy.com/departments/gyproc-standard-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-9-5mm/35758_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-standard-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm~5015341011290_01bq?wid=284&hei=284,Features and benefitsAvailable in 2 standard thicknesses (9.5mm and 12.5mm) - designed to match most building specificationsScore and snap to cleanly cut - leaves neat edges and straight lines for quick installationTapered edge design – ideal for taping and jointing
