product,price,category,link,image
AEG HGB75420YM Stainless Steel Slimline Gas Hob - 75cm,£439,Hobs,https://www.wickes.co.uk/AEG-HGB75420YM-Stainless-Steel-Slimline-Gas-Hob---75cm/p/231752,https://media.wickes.co.uk/is/image/wickes/GPID_1100672057_00?$normal$
AEG 60cm Induction Hob with SenseBoil IAE64411FB,£619,Hobs,https://www.wickes.co.uk/AEG-60cm-Induction-Hob-with-SenseBoil-IAE64411FB/p/206534,https://media.wickes.co.uk/is/image/wickes/GPID_1100579816_00?$normal$
Zanussi Induction BoilAssist Hob ZIAN644K,£499,Hobs,https://www.wickes.co.uk/Zanussi-Induction-BoilAssist-Hob-ZIAN644K/p/231747,https://media.wickes.co.uk/is/image/wickes/GPID_1100672052_00?$normal$
Electrolux 60cm 4 Zone Ceramic Hob Black EHF6241FOK,£399,Hobs,https://www.wickes.co.uk/Electrolux-60cm-4-Zone-Ceramic-Hob-Black-EHF6241FOK/p/305040,https://media.wickes.co.uk/is/image/wickes/E0264_305040_00?$normal$
Samsung NA64H3000AK/U1 4 Burner Black Glass Gas Hob - 60cm,£429,Hobs,https://www.wickes.co.uk/Samsung-NA64H3000AK-U1-4-Burner-Black-Glass-Gas-Hob---60cm/p/272907,https://media.wickes.co.uk/is/image/wickes/GPID_5000061459_00?$normal$
AEG HKB64450NB Black Gas Hob - 60cm,£589,Hobs,https://www.wickes.co.uk/AEG-HKB64450NB-Black-Gas-Hob---60cm/p/239018,https://media.wickes.co.uk/is/image/wickes/GPID_5000006241_00?$normal$
AEG IKE85751FB Maxisense Induction Hob - 80cm,"£1,199",Hobs,https://www.wickes.co.uk/AEG-IKE85751FB-Maxisense-Induction-Hob---80cm/p/270539,https://media.wickes.co.uk/is/image/wickes/GPID_5000061816_00?$normal$
AEG HKB95450NB Black Gas Hob - 90cm,£709,Hobs,https://www.wickes.co.uk/AEG-HKB95450NB-Black-Gas-Hob---90cm/p/239017,https://media.wickes.co.uk/is/image/wickes/GPID_5000006240_00?$normal$
NEFF N90 80cm Venting Induction Hob T58TL6EN2,"£3,409",Hobs,https://www.wickes.co.uk/NEFF-N90-80cm-Venting-Induction-Hob-T58TL6EN2/p/231674,https://media.wickes.co.uk/is/image/wickes/GPID_1100666560_00?$normal$
Electrolux KGS7536X 5 Burner Stainless Steel Gas Hob - 75cm,£449,Hobs,https://www.wickes.co.uk/Electrolux-KGS7536X-5-Burner-Stainless-Steel-Gas-Hob---75cm/p/178444,https://media.wickes.co.uk/is/image/wickes/GPID_1100386387_00?$normal$
NEFF N70 T26CS49S0 4 Burner Black Gas Hob - 60cm,£549,Hobs,https://www.wickes.co.uk/NEFF-N70-T26CS49S0-4-Burner-Black-Gas-Hob---60cm/p/272923,https://media.wickes.co.uk/is/image/wickes/GPID_5000060417_00?$normal$
AEG HKB75450NB Black Gas on Glass Hob - 75cm,£639,Hobs,https://www.wickes.co.uk/AEG-HKB75450NB-Black-Gas-on-Glass-Hob---75cm/p/239016,https://media.wickes.co.uk/is/image/wickes/GPID_5000006239_00?$normal$
Electrolux KGS6436X 4 Burner Stainless Steel Gas Hob - 60cm,£449,Hobs,https://www.wickes.co.uk/Electrolux-KGS6436X-4-Burner-Stainless-Steel-Gas-Hob---60cm/p/178443,https://media.wickes.co.uk/is/image/wickes/GPID_1100386386_00?$normal$
Neff N 70 80cm Induction Hob T48FD23X2,"£1,149",Hobs,https://www.wickes.co.uk/Neff-N-70-80cm-Induction-Hob-T48FD23X2/p/205967,https://media.wickes.co.uk/is/image/wickes/GPID_1100574705_00?$normal$
Integrated Corner Bin - Grey,£44,Kitchen Bins,https://www.wickes.co.uk/Integrated-Corner-Bin---Grey/p/234433,https://media.wickes.co.uk/is/image/wickes/GPID_1100692170_00?$normal$
Wickes Full Height Bin for 300mm Base Unit,£244,Kitchen Bins,https://www.wickes.co.uk/Wickes-Full-Height-Bin-for-300mm-Base-Unit/p/158535,https://media.wickes.co.uk/is/image/wickes/GPID_1100202083_00?$normal$
Stanto 40 2 x 24L Bins for 400mm Base Unit,£231,Kitchen Bins,https://www.wickes.co.uk/Stanto-40-2-x-24L-Bins-for-400mm-Base-Unit/p/158531,https://media.wickes.co.uk/is/image/wickes/GPID_1100202074_00?$normal$
Stanto 60 2 x 35L Bins for 600mm Base Unit,£280,Kitchen Bins,https://www.wickes.co.uk/Stanto-60-2-x-35L-Bins-for-600mm-Base-Unit/p/158534,https://media.wickes.co.uk/is/image/wickes/GPID_1100202075_00?$normal$
Envi Anthracite 2x32L & 21L bin for 600mm Base Unit,£333,Kitchen Bins,https://www.wickes.co.uk/Envi-Anthracite-2x32L+21L-bin-for-600mm-Base-Unit/p/234438,https://media.wickes.co.uk/is/image/wickes/GPID_1100687640_00?$normal$
Envi Anthracite 2x32L bins for 500mm Base Unit,£333,Kitchen Bins,https://www.wickes.co.uk/Envi-Anthracite-2x32L-bins-for-500mm-Base-Unit/p/234440,https://media.wickes.co.uk/is/image/wickes/GPID_1100687642_00?$normal$
Stanto 400mm Anthracite Pull-Out Bin - 2 x 24L,£415,Kitchen Bins,https://www.wickes.co.uk/Stanto-400mm-Anthracite-Pull-Out-Bin---2-x-24L/p/267314,https://media.wickes.co.uk/is/image/wickes/GPID_5000051001_00?$normal$
Envi Lava 600mm Pull Out Bin - 2 x 44L,£321,Kitchen Bins,https://www.wickes.co.uk/Envi-Lava-600mm-Pull-Out-Bin---2-x-44L/p/267315,https://media.wickes.co.uk/is/image/wickes/GPID_5000051002_00?$normal$
Curver 40 Litre Metallic Effect Slim Pedal Bin - Silver,£40,Kitchen Bins,https://www.wickes.co.uk/Curver-40-Litre-Metallic-Effect-Slim-Pedal-Bin---Silver/p/212365,https://media.wickes.co.uk/is/image/wickes/GPID_1100618921_00?$normal$
Curver 50 Litre Metallic Effect Deco Pedal Bin,£46,Kitchen Bins,https://www.wickes.co.uk/Curver-50-Litre-Metallic-Effect-Deco-Pedal-Bin/p/212366,https://media.wickes.co.uk/is/image/wickes/GPID_1100618927_00?$normal$
Curver 28 Litre Metallic Effect Duo Recycling Deco Bin,£38,Kitchen Bins,https://www.wickes.co.uk/Curver-28-Litre-Metallic-Effect-Duo-Recycling-Deco-Bin/p/212428,https://media.wickes.co.uk/is/image/wickes/GPID_1100618928_00?$normal$
Envi Anthracite Drawer for 600mm Base Unit,£196,Kitchen Bins,https://www.wickes.co.uk/Envi-Anthracite-Drawer-for-600mm-Base-Unit/p/234439,https://media.wickes.co.uk/is/image/wickes/GPID_1100687641_00?$normal$
Curver 50 Litre Mistral Swing Bin,£20,Kitchen Bins,https://www.wickes.co.uk/Curver-50-Litre-Mistral-Swing-Bin/p/212429,https://media.wickes.co.uk/is/image/wickes/GPID_1100618929_00?$normal$
20 Litre Metallic Effect Deco Pedal Bin,£26,Kitchen Bins,https://www.wickes.co.uk/20-Litre-Metallic-Effect-Deco-Pedal-Bin/p/221627,https://media.wickes.co.uk/is/image/wickes/GPID_1100636082_00?$normal$
Sensio SE11090N3 Plaza Square Natural White LED Under Cabinet Light Kit - Pack of 3,£54,Kitchen Lighting,https://www.wickes.co.uk/Sensio-SE11090N3-Plaza-Square-Natural-White-LED-Under-Cabinet-Light-Kit---Pack-of-3/p/266112,https://media.wickes.co.uk/is/image/wickes/GPID_5000050623_00?$normal$
Sensio Astro Triotone Aluminium Titan+ Driver LED Lights - Pack of 3,£87,Kitchen Lighting,https://www.wickes.co.uk/Sensio-Astro-Triotone%C2%AE-Aluminium-Titan%2B-Driver-LED-Lights---Pack-of-3/p/266120,https://media.wickes.co.uk/is/image/wickes/GPID_5000050631_00?$normal$
Sensio SE11190N3 Zeta Round Natural White LED Under Cabinet Lights - Pack of 3,£43,Kitchen Lighting,https://www.wickes.co.uk/Sensio-SE11190N3-Zeta-Round-Natural-White-LED-Under-Cabinet-Lights---Pack-of-3/p/266110,https://media.wickes.co.uk/is/image/wickes/GPID_5000050621_00?$normal$
Sensio Ray Profile with End Caps for Flexible LED Strips - 2.5m,£22,Kitchen Lighting,https://www.wickes.co.uk/Sensio-Ray-Profile-with-End-Caps-for-Flexible-LED-Strips---2-5m/p/266122,https://media.wickes.co.uk/is/image/wickes/GPID_5000050633_00?$normal$
Sensio SE11290N3 Treos Triangle Natural White LED Under Cabinet Light Kit - Pack of 3,£54,Kitchen Lighting,https://www.wickes.co.uk/Sensio-SE11290N3-Treos-Triangle-Natural-White-LED-Under-Cabinet-Light-Kit---Pack-of-3/p/266111,https://media.wickes.co.uk/is/image/wickes/GPID_5000050622_00?$normal$
Sensio Pantry 30W LED Lighting Kit,£94,Kitchen Lighting,https://www.wickes.co.uk/Sensio-Pantry-30W-LED-Lighting-Kit/p/266129,https://media.wickes.co.uk/is/image/wickes/GPID_5000050640_00?$normal$
Sensio Titan 24V LED Low Profile 15W Driver and Plug,£17,Kitchen Lighting,https://www.wickes.co.uk/Sensio-Titan-24V-LED-Low-Profile-15W-Driver-and-Plug/p/266114,https://media.wickes.co.uk/is/image/wickes/GPID_5000050625_00?$normal$
Sensio Sigma 2 Natural White Flexible LED Strip Light - 5m,£65,Kitchen Lighting,https://www.wickes.co.uk/Sensio-Sigma-2-Natural-White-Flexible-LED-Strip-Light---5m/p/266116,https://media.wickes.co.uk/is/image/wickes/GPID_5000050627_00?$normal$
Sensio Iris LED Plinth Light Kit - Pack of 4,£43,Kitchen Lighting,https://www.wickes.co.uk/Sensio-Iris-LED-Plinth-Light-Kit---Pack-of-4/p/266113,https://media.wickes.co.uk/is/image/wickes/GPID_5000050624_00?$normal$
Sensio Hype Triotone Titan+ Driver LED Lights - Pack of 3,£50,Kitchen Lighting,https://www.wickes.co.uk/Sensio-Hype-Triotone%C2%AE-Titan%2B-Driver-LED-Lights---Pack-of-3/p/266119,https://media.wickes.co.uk/is/image/wickes/GPID_5000050630_00?$normal$
Sensio Dart 5m Natural White Flexible LED Strip Light Kit,£65,Kitchen Lighting,https://www.wickes.co.uk/Sensio-Dart-5m-Natural-White-Flexible-LED-Strip-Light-Kit/p/266115,https://media.wickes.co.uk/is/image/wickes/GPID_5000050626_00?$normal$
Sensio 2.5m Accent Profile for LED Strips,£32,Kitchen Lighting,https://www.wickes.co.uk/Sensio-2-5m-Accent-Profile-for-LED-Strips/p/266121,https://media.wickes.co.uk/is/image/wickes/GPID_5000050632_00?$normal$
Sensio 30W Titan+ Driver with Plug,£28,Kitchen Lighting,https://www.wickes.co.uk/Sensio-30W-Titan%2B-Driver-with-Plug/p/266128,https://media.wickes.co.uk/is/image/wickes/GPID_5000050639_00?$normal$
Sensio 2 Gang Kinetic Smart Switch Controller,£28,Kitchen Lighting,https://www.wickes.co.uk/Sensio-2-Gang-Kinetic-Smart-Switch-Controller/p/273061,https://media.wickes.co.uk/is/image/wickes/GPID_5000061943_00?$normal$
Sensio Titan+ Door Sensor Switch,£13,Kitchen Lighting,https://www.wickes.co.uk/Sensio-Titan%2B-Door-Sensor-Switch/p/266124,https://media.wickes.co.uk/is/image/wickes/GPID_5000050635_00?$normal$
Sensio Titan+ Dimming Sensor Switch,£15,Kitchen Lighting,https://www.wickes.co.uk/Sensio-Titan%2B-Dimming-Sensor-Switch/p/266123,https://media.wickes.co.uk/is/image/wickes/GPID_5000050634_00?$normal$
Sensio Polar 30W Natural White Flexible LED Dimmable Strip Light Kit - 5m,£131,Kitchen Lighting,https://www.wickes.co.uk/Sensio-Polar-30W-Natural-White-Flexible-LED-Dimmable-Strip-Light-Kit---5m/p/266117,https://media.wickes.co.uk/is/image/wickes/GPID_5000050628_00?$normal$
Sensio Astro Triotone Rectangular LED Under Cabinet Lights - Pack of 3,£87,Kitchen Lighting,https://www.wickes.co.uk/Sensio-Astro-Triotone%C2%AE-Rectangular-LED-Under-Cabinet-Lights---Pack-of-3/p/266130,https://media.wickes.co.uk/is/image/wickes/GPID_5000050641_00?$normal$
Sensio Titan 30W Single Colour Smart Driver - Kinetic Compatible,£54,Kitchen Lighting,https://www.wickes.co.uk/Sensio-Titan-30W-Single-Colour-Smart-Driver---Kinetic-Compatible/p/266127,https://media.wickes.co.uk/is/image/wickes/GPID_5000050638_00?$normal$
Sensio Neutron Natural White Strip Light - 5M,£61,Kitchen Lighting,https://www.wickes.co.uk/Sensio-Neutron-Natural-White-Strip-Light---5M/p/266118,https://media.wickes.co.uk/is/image/wickes/GPID_5000050629_00?$normal$
Mackay Aluminium Recessed Profile for Flexible Strip Lighting - 2200mm,£22,Kitchen Lighting,https://www.wickes.co.uk/Mackay-Aluminium-Recessed-Profile-for-Flexible-Strip-Lighting---2200mm/p/252561,https://media.wickes.co.uk/is/image/wickes/GPID_5000024567_00?$normal$
Sensio Universal Remote Control for LED Lighting,£43,Kitchen Lighting,https://www.wickes.co.uk/Sensio-Universal-Remote-Control-for-LED-Lighting/p/266126,https://media.wickes.co.uk/is/image/wickes/GPID_5000050637_00?$normal$
Tamworth Aluminium Surface Mounted Profile for Flexible Strip Lighting - Various Sizes Available,£22,Kitchen Lighting,https://www.wickes.co.uk/Tamworth-Aluminium-Surface-Mounted-Profile-for-Flexible-Strip-Lighting---Various-Sizes-Available/p/9000263438,https://media.wickes.co.uk/is/image/wickes/GPID_5000024557_00?$normal$
Sensio Single Colour Receiver for LEDs with Remote Control,£28,Kitchen Lighting,https://www.wickes.co.uk/Sensio-Single-Colour-Receiver-for-LEDs-with-Remote-Control/p/266125,https://media.wickes.co.uk/is/image/wickes/GPID_5000050636_00?$normal$
Izzy 300mm CCT Linkable Light,£12,Kitchen Lighting,https://www.wickes.co.uk/Izzy-300mm-CCT-Linkable-Light/p/237076,https://media.wickes.co.uk/is/image/wickes/GPID_5000002744_00?$normal$
Bendable LED Strip Light - Warm White,£26,Kitchen Lighting,https://www.wickes.co.uk/Bendable-LED-Strip-Light---Warm-White/p/237081,https://media.wickes.co.uk/is/image/wickes/GPID_5000002749_00?$normal$
Dex 4 Spot Light Square Plate,£40,Kitchen Lighting,https://www.wickes.co.uk/Dex-4-Spot-Light-Square-Plate/p/237089,https://media.wickes.co.uk/is/image/wickes/GPID_5000002856_00?$normal$
Major LED Spot Light 4 Bar - Chrome,£45,Kitchen Lighting,https://www.wickes.co.uk/Major-LED-Spot-Light-4-Bar---Chrome/p/237117,https://media.wickes.co.uk/is/image/wickes/GPID_5000002884_00?$normal$
Culina 1W Flat Rechargeable Cabinet Light 4K with PIR Sensor - 200mm - 90lm,£15.50,Kitchen Lighting,https://www.wickes.co.uk/Culina-1W-Flat-Rechargeable-Cabinet-Light-4K-with-PIR-Sensor---200mm---90lm/p/236875,https://media.wickes.co.uk/is/image/wickes/GPID_5000003307_00?$normal$
Izzy 500mm CCT Linkable Light,£14,Kitchen Lighting,https://www.wickes.co.uk/Izzy-500mm-CCT-Linkable-Light/p/237077,https://media.wickes.co.uk/is/image/wickes/GPID_5000002745_00?$normal$
Wickes Kitchen Matt Emulsion Paint - Pure Brilliant White No.0 - 2.5L,£16,Kitchen Paint,https://www.wickes.co.uk/Wickes-Kitchen-Matt-Emulsion-Paint---Pure-Brilliant-White-No-0---2-5L/p/121922,https://media.wickes.co.uk/is/image/wickes/O0814_121922_00?$normal$
Wickes Kitchen Matt Emulsion Paint - Biscuit No.320 - 2.5L,£18,Kitchen Paint,https://www.wickes.co.uk/Wickes-Kitchen-Matt-Emulsion-Paint---Biscuit-No-320---2-5L/p/121926,https://media.wickes.co.uk/is/image/wickes/O0814_121926_00?$normal$
Crown Easyclean Matt Emulsion Kitchen Paint - Brilliant White - 2.5L,£22,Kitchen Paint,https://www.wickes.co.uk/Crown-Easyclean-Matt-Emulsion-Kitchen-Paint---Brilliant-White---2-5L/p/266622,https://media.wickes.co.uk/is/image/wickes/GPID_5000049912_00?$normal$
Dulux Easycare Kitchen Matt Emulsion Paint - Timeless - 2.5L,£25,Kitchen Paint,https://www.wickes.co.uk/Dulux-Easycare-Kitchen-Matt-Emulsion-Paint---Timeless---2-5L/p/169776,https://media.wickes.co.uk/is/image/wickes/GPID_1100330965_00?$normal$
Wickes Kitchen Matt Emulsion Paint - Slate No.235 - 2.5L,£18,Kitchen Paint,https://www.wickes.co.uk/Wickes-Kitchen-Matt-Emulsion-Paint---Slate-No-235---2-5L/p/121954,https://media.wickes.co.uk/is/image/wickes/O0814_121954_00?$normal$
Wickes Kitchen Matt Emulsion Paint - Sage No.805 - 2.5L,£18,Kitchen Paint,https://www.wickes.co.uk/Wickes-Kitchen-Matt-Emulsion-Paint---Sage-No-805---2-5L/p/121952,https://media.wickes.co.uk/is/image/wickes/O0814_121952_00?$normal$
Crown Easyclean Matt Emulsion Kitchen Paint - Spice Rack - 2.5L,£22,Kitchen Paint,https://www.wickes.co.uk/Crown-Easyclean-Matt-Emulsion-Kitchen-Paint---Spice-Rack---2-5L/p/266635,https://media.wickes.co.uk/is/image/wickes/GPID_5000049925_00?$normal$
Dulux Easycare Kitchen Matt Emulsion Paint White Cotton - 2.5L,£25,Kitchen Paint,https://www.wickes.co.uk/Dulux-Easycare-Kitchen-Matt-Emulsion-Paint-White-Cotton---2-5L/p/176580,https://media.wickes.co.uk/is/image/wickes/GPID_1100360026_00?$normal$
Wickes Kitchen Matt Emulsion Paint - Magnolia No.310 - 2.5L,£18,Kitchen Paint,https://www.wickes.co.uk/Wickes-Kitchen-Matt-Emulsion-Paint---Magnolia-No-310---2-5L/p/121924,https://media.wickes.co.uk/is/image/wickes/O0814_121924_00?$normal$
Wickes Kitchen Matt Emulsion Paint - Powder Grey No.140 - 2.5L,£18,Kitchen Paint,https://www.wickes.co.uk/Wickes-Kitchen-Matt-Emulsion-Paint---Powder-Grey-No-140---2-5L/p/121949,https://media.wickes.co.uk/is/image/wickes/O0814_121949_00?$normal$
Wickes Kitchen Matt Emulsion Paint - Pewter No.220 - 2.5L,£18,Kitchen Paint,https://www.wickes.co.uk/Wickes-Kitchen-Matt-Emulsion-Paint---Pewter-No-220---2-5L/p/121948,https://media.wickes.co.uk/is/image/wickes/O0814_121948_00?$normal$
Dulux Easycare Kitchen Matt Emulsion Paint - Chic Shadow - 2.5L,£25,Kitchen Paint,https://www.wickes.co.uk/Dulux-Easycare-Kitchen-Matt-Emulsion-Paint---Chic-Shadow---2-5L/p/107108,https://media.wickes.co.uk/is/image/wickes/I9026_107108_00?$normal$
Crown Easyclean Matt Emulsion Kitchen Paint - Powdered Clay - 2.5L,£22,Kitchen Paint,https://www.wickes.co.uk/Crown-Easyclean-Matt-Emulsion-Kitchen-Paint---Powdered-Clay---2-5L/p/266632,https://media.wickes.co.uk/is/image/wickes/GPID_5000049922_00?$normal$
Wickes Kitchen Matt Emulsion Paint - Soft Cashmere No.330 - 2.5L,£18,Kitchen Paint,https://www.wickes.co.uk/Wickes-Kitchen-Matt-Emulsion-Paint---Soft-Cashmere-No-330---2-5L/p/121940,https://media.wickes.co.uk/is/image/wickes/O0814_121940_00?$normal$
Wickes Mould Protect Emulsion Paint - White - 2.5L,£25,Kitchen Paint,https://www.wickes.co.uk/Wickes-Mould-Protect-Emulsion-Paint---White---2-5L/p/122439,https://media.wickes.co.uk/is/image/wickes/O0814_122439_00?$normal$
Wickes Kitchen Matt Emulsion Paint - Nickel No.205 - 2.5L,£18,Kitchen Paint,https://www.wickes.co.uk/Wickes-Kitchen-Matt-Emulsion-Paint---Nickel-No-205---2-5L/p/121946,https://media.wickes.co.uk/is/image/wickes/O0814_121946_00?$normal$
Wickes Kitchen Matt Emulsion Paint - Cream No.305 - 2.5L,£18,Kitchen Paint,https://www.wickes.co.uk/Wickes-Kitchen-Matt-Emulsion-Paint---Cream-No-305---2-5L/p/121933,https://media.wickes.co.uk/is/image/wickes/O0814_121933_00?$normal$
Crown Retail Easyclean Kitchen Emulsion Paint - Emerald Vision - 2.5L,£22,Kitchen Paint,https://www.wickes.co.uk/Crown-Retail-Easyclean-Kitchen-Emulsion-Paint---Emerald-Vision---2-5L/p/266627,https://media.wickes.co.uk/is/image/wickes/GPID_5000049917_00?$normal$
Dulux Easycare Kitchen Matt Emulsion Paint - Polished Pebble - 2.5L,£25,Kitchen Paint,https://www.wickes.co.uk/Dulux-Easycare-Kitchen-Matt-Emulsion-Paint---Polished-Pebble---2-5L/p/176577,https://media.wickes.co.uk/is/image/wickes/GPID_1100360023_00?$normal$
Crown Easyclean Matt Emulsion Kitchen Paint - Simply Duck Egg - 2.5L,£22,Kitchen Paint,https://www.wickes.co.uk/Crown-Easyclean-Matt-Emulsion-Kitchen-Paint---Simply-Duck-Egg---2-5L/p/266634,https://media.wickes.co.uk/is/image/wickes/GPID_5000049924_00?$normal$
Dulux Easycare Kitchen Matt Emulsion Paint - Frosted Steel - 2.5L,£25,Kitchen Paint,https://www.wickes.co.uk/Dulux-Easycare-Kitchen-Matt-Emulsion-Paint---Frosted-Steel---2-5L/p/107006,https://media.wickes.co.uk/is/image/wickes/I9026_107006_00?$normal$
Dulux Easycare Kitchen Matt Emulsion Paint - Stonewashed Blue - 2.5L,£25,Kitchen Paint,https://www.wickes.co.uk/Dulux-Easycare-Kitchen-Matt-Emulsion-Paint---Stonewashed-Blue---2-5L/p/169775,https://media.wickes.co.uk/is/image/wickes/GPID_1100330949_00?$normal$
Crown Easyclean Matt Emulsion Kitchen Paint - Runaway - 2.5L,£22,Kitchen Paint,https://www.wickes.co.uk/Crown-Easyclean-Matt-Emulsion-Kitchen-Paint---Runaway---2-5L/p/266633,https://media.wickes.co.uk/is/image/wickes/GPID_5000049923_00?$normal$
Crown Easyclean Matt Emulsion Kitchen Paint - Milk Bottle - 2.5L,£22,Kitchen Paint,https://www.wickes.co.uk/Crown-Easyclean-Matt-Emulsion-Kitchen-Paint---Milk-Bottle---2-5L/p/266630,https://media.wickes.co.uk/is/image/wickes/GPID_5000049920_00?$normal$
Crown Easyclean Matt Emulsion Kitchen Paint - Marble Top - 2.5L,£22,Kitchen Paint,https://www.wickes.co.uk/Crown-Easyclean-Matt-Emulsion-Kitchen-Paint---Marble-Top---2-5L/p/266629,https://media.wickes.co.uk/is/image/wickes/GPID_5000049919_00?$normal$
Crown Easyclean Matt Emulsion Kitchen Paint - Afternoon Tea - 2.5L,£22,Kitchen Paint,https://www.wickes.co.uk/Crown-Easyclean-Matt-Emulsion-Kitchen-Paint---Afternoon-Tea---2-5L/p/266623,https://media.wickes.co.uk/is/image/wickes/GPID_5000049913_00?$normal$
Crown Easyclean Matt Emulsion Kitchen Paint - Splash of Pepper - 2.5L,£22,Kitchen Paint,https://www.wickes.co.uk/Crown-Easyclean-Matt-Emulsion-Kitchen-Paint---Splash-of-Pepper---2-5L/p/266636,https://media.wickes.co.uk/is/image/wickes/GPID_5000049926_00?$normal$
Crown Easyclean Matt Emulsion Kitchen Paint - Mustard Jar - 2.5L,£22,Kitchen Paint,https://www.wickes.co.uk/Crown-Easyclean-Matt-Emulsion-Kitchen-Paint---Mustard-Jar---2-5L/p/266631,https://media.wickes.co.uk/is/image/wickes/GPID_5000049921_00?$normal$
Dulux Easycare Kitchen Matt Emulsion Paint Egyptian Cotton - 2.5L,£25,Kitchen Paint,https://www.wickes.co.uk/Dulux-Easycare-Kitchen-Matt-Emulsion-Paint-Egyptian-Cotton---2-5L/p/169761,https://media.wickes.co.uk/is/image/wickes/GPID_1100330953_00?$normal$
Crown Easyclean Matt Emulsion Kitchen Paint - Grey Putty - 2.5L,£22,Kitchen Paint,https://www.wickes.co.uk/Crown-Easyclean-Matt-Emulsion-Kitchen-Paint---Grey-Putty---2-5L/p/266628,https://media.wickes.co.uk/is/image/wickes/GPID_5000049918_00?$normal$
